dog_breed,description,image
berger de beauce,"Chó Beauceron là giống chó thuộc nhóm chó chăn gia súc có nguồn gốc ở Pháp. Đây là một giống chó cỡ lớn và được biết đến là giống chó lao động mẫn cán. Thuật ngữ Beauceron còn được gọi là Berger de Beauce (chó chăn cừu từ vùng Beauce) hay Bas Rouge (đá đỏ rơi). Beauceron có lịch sử ra đời từ lâu ở vùng châu Âu. Ngoài việc dùng để chăn gia súc, người ta khai thác thuộc tính của chúng là có tập tính lãnh thổ để sử dụng chúng như những con chó giữ nhà.
Tên khác: Chó chăn cừu Beauce, Berger de Beauce, Bas Rouge
Nguồn gốc: Pháp
Đặc điểm
Nặng: - Đực: 70–100 lb (32–45 kg)
- Cái: 66–85 lb (30–39 kg)
Cao: - Đực: 26–28 in (66–71 cm)
- Cái: 25–26 in (64–66 cm)
Màu: Đen và nâu đen
Lứa đẻ: 6-7 cún
Tuổi thọ: 10-13 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Owczarek_francuski_beauceron_g%C5%82owa_pl.jpg
bas rouge,"Chó Beauceron là giống chó thuộc nhóm chó chăn gia súc có nguồn gốc ở Pháp. Đây là một giống chó cỡ lớn và được biết đến là giống chó lao động mẫn cán. Thuật ngữ Beauceron còn được gọi là Berger de Beauce (chó chăn cừu từ vùng Beauce) hay Bas Rouge (đá đỏ rơi). Beauceron có lịch sử ra đời từ lâu ở vùng châu Âu. Ngoài việc dùng để chăn gia súc, người ta khai thác thuộc tính của chúng là có tập tính lãnh thổ để sử dụng chúng như những con chó giữ nhà.
Tên khác: Chó chăn cừu Beauce, Berger de Beauce, Bas Rouge
Nguồn gốc: Pháp
Đặc điểm
Nặng: - Đực: 70–100 lb (32–45 kg)
- Cái: 66–85 lb (30–39 kg)
Cao: - Đực: 26–28 in (66–71 cm)
- Cái: 25–26 in (64–66 cm)
Màu: Đen và nâu đen
Lứa đẻ: 6-7 cún
Tuổi thọ: 10-13 năm",https://upload.wikimedia.org/wikipedia/commons/9/93/Owczarek_francuski_beauceron_g%C5%82owa_pl.jpg
bedlington terrier,"Chó sục Bedlington là một giống chó sục có nguồn gốc từ Anh, chúng có ngoại hình dễ thương với bộ lông và bề ngoài giống như con cừu. Chúng là một giống chó săn tốt, vì lông ngắn, nên chúng có thể sục sạo mọi chỗ. Nguồn gốc của chúng là một loài chó được sử dụng để săn chuột cống và những động vật nhỏ sống trong hang hoặc sống trên mặt đất như cáo, thỏ và lửng. Bedlington đã từng được sử dụng như một sát thủ đối với loài gặm nhấm. Những người đi săn cũng đã sử dụng chúng như những con chó tha mồi. Nó cũng là một con chó trông nhà hay sủa và cảnh giác.
Tên khác: Chó sục Rothbury, Chó sục Rodbery, Cừu non Rothbury
Nguồn gốc: Anh
Đặc điểm
Màu: Lam, gan, nâu và bất kỳ
Lứa đẻ: 3-6
Tuổi thọ: 13.5 năm",https://upload.wikimedia.org/wikipedia/commons/c/ca/Diego_juillet2009_014.JPG
sục bedlington,"Chó sục Bedlington là một giống chó sục có nguồn gốc từ Anh, chúng có ngoại hình dễ thương với bộ lông và bề ngoài giống như con cừu. Chúng là một giống chó săn tốt, vì lông ngắn, nên chúng có thể sục sạo mọi chỗ. Nguồn gốc của chúng là một loài chó được sử dụng để săn chuột cống và những động vật nhỏ sống trong hang hoặc sống trên mặt đất như cáo, thỏ và lửng. Bedlington đã từng được sử dụng như một sát thủ đối với loài gặm nhấm. Những người đi săn cũng đã sử dụng chúng như những con chó tha mồi. Nó cũng là một con chó trông nhà hay sủa và cảnh giác.
Tên khác: Chó sục Rothbury, Chó sục Rodbery, Cừu non Rothbury
Nguồn gốc: Anh
Đặc điểm
Màu: Lam, gan, nâu và bất kỳ
Lứa đẻ: 3-6
Tuổi thọ: 13.5 năm",https://upload.wikimedia.org/wikipedia/commons/c/ca/Diego_juillet2009_014.JPG
sục rothbury,"Chó sục Bedlington là một giống chó sục có nguồn gốc từ Anh, chúng có ngoại hình dễ thương với bộ lông và bề ngoài giống như con cừu. Chúng là một giống chó săn tốt, vì lông ngắn, nên chúng có thể sục sạo mọi chỗ. Nguồn gốc của chúng là một loài chó được sử dụng để săn chuột cống và những động vật nhỏ sống trong hang hoặc sống trên mặt đất như cáo, thỏ và lửng. Bedlington đã từng được sử dụng như một sát thủ đối với loài gặm nhấm. Những người đi săn cũng đã sử dụng chúng như những con chó tha mồi. Nó cũng là một con chó trông nhà hay sủa và cảnh giác.
Tên khác: Chó sục Rothbury, Chó sục Rodbery, Cừu non Rothbury
Nguồn gốc: Anh
Đặc điểm
Màu: Lam, gan, nâu và bất kỳ
Lứa đẻ: 3-6
Tuổi thọ: 13.5 năm",https://upload.wikimedia.org/wikipedia/commons/c/ca/Diego_juillet2009_014.JPG
sục rodbery,"Chó sục Bedlington là một giống chó sục có nguồn gốc từ Anh, chúng có ngoại hình dễ thương với bộ lông và bề ngoài giống như con cừu. Chúng là một giống chó săn tốt, vì lông ngắn, nên chúng có thể sục sạo mọi chỗ. Nguồn gốc của chúng là một loài chó được sử dụng để săn chuột cống và những động vật nhỏ sống trong hang hoặc sống trên mặt đất như cáo, thỏ và lửng. Bedlington đã từng được sử dụng như một sát thủ đối với loài gặm nhấm. Những người đi săn cũng đã sử dụng chúng như những con chó tha mồi. Nó cũng là một con chó trông nhà hay sủa và cảnh giác.
Tên khác: Chó sục Rothbury, Chó sục Rodbery, Cừu non Rothbury
Nguồn gốc: Anh
Đặc điểm
Màu: Lam, gan, nâu và bất kỳ
Lứa đẻ: 3-6
Tuổi thọ: 13.5 năm",https://upload.wikimedia.org/wikipedia/commons/c/ca/Diego_juillet2009_014.JPG
cừu non rothbury,"Chó sục Bedlington là một giống chó sục có nguồn gốc từ Anh, chúng có ngoại hình dễ thương với bộ lông và bề ngoài giống như con cừu. Chúng là một giống chó săn tốt, vì lông ngắn, nên chúng có thể sục sạo mọi chỗ. Nguồn gốc của chúng là một loài chó được sử dụng để săn chuột cống và những động vật nhỏ sống trong hang hoặc sống trên mặt đất như cáo, thỏ và lửng. Bedlington đã từng được sử dụng như một sát thủ đối với loài gặm nhấm. Những người đi săn cũng đã sử dụng chúng như những con chó tha mồi. Nó cũng là một con chó trông nhà hay sủa và cảnh giác.
Tên khác: Chó sục Rothbury, Chó sục Rodbery, Cừu non Rothbury
Nguồn gốc: Anh
Đặc điểm
Màu: Lam, gan, nâu và bất kỳ
Lứa đẻ: 3-6
Tuổi thọ: 13.5 năm",https://upload.wikimedia.org/wikipedia/commons/c/ca/Diego_juillet2009_014.JPG
belgian malinois,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
malinois,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
chien de berger belge,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
mechelaar,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
mechelse herder,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
mechelse scheper,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
pastor belga malinois,"Malinois là một giống chó thuộc nhóm chó chăn cừu Bỉ có ngoại hình khá giống chó chăn cừu Đức nhưng khác biệt với cái mõm đen do đó còn được gọi là Béc-giê mõm đen. Chúng nằm trong các giống chó chăn cừu Bỉ gồm các giống Groenendael, Tervueren và Lakenois. Giống chó này dễ dẫn dắt và thích hợp cho nhiều mục tiêu đào tạo, nhất là để thành chó thể thao. Chúng thích hợp cho nuôi trong gia đình và cần nhiều vận động. Chúng dẻo dai, tự tin, cảnh giác, thông minh, dễ dạy. Đây là dòng chó cỡ trung trở lên, thường được gộp chung vào chó chăn cừu Bỉ.
Chúng có khả năng thực hiện xuất sắc nhiệm vụ bảo vệ và canh gác, tìm kiếm và cứu hộ, thậm chí dẫn đường cho người khiếm thị. Nhờ có bản năng mạnh mẽ khi thực hiện các nhiệm vụ an ninh như truy tìm tội phạm và cứu thương, phát hiện chất nổ, chất gây cháy (trong các vụ hỏa hoạn) và ma túy, chó Malinois thường được sử dụng trong truy tìm tội phạm, ma túy và phát hiện bom mìn và là một trong những giống chó nghiệp vụ ngày càng phổ biến.
Chó Malinois giúp cảnh sát trong công tác ngăn chặn bọn buôn người, tìm kiếm và cứu hộ nạn nhân của thiên tai, bão lụt và chúng là chó nghiệp vụ xuất sắc thuộc biên chế K9 ở Mỹ, chuyên sử dụng để bảo vệ Tổng thống Mỹ.[1] Mật vụ Mỹ sử dụng dòng chó Malinois để canh gác ở Nhà Trắng. Ngoài ra, trong chiến dịch tiêu diệt trùm khủng bố Osama Bin Laden do Hải quân SEAL của Mỹ thực hiện ở Abbottabad, Pakistan vào tháng 5 năm 2011 có sự tham gia của một chú chó dòng Malinois mang tên Karo.
Tên khác: (Chien de Berger Belge), Mechelaar, Mechelse Herder, Mechelse Scheper, Pastor Belga Malinois
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 29–34 kg (64–75 lb)
- Cái: 25–30 kg (55–66 lb)
Cao: - Đực: 61–66 cm (24–26 in)
- Cái: 56–61 cm (22–24 in)
Bộ lông: ngắn
Màu: vàng nâu, màu gỗ dái ngựa, đen",https://upload.wikimedia.org/wikipedia/commons/9/96/Belgian_Malinois_01.jpg
belgian sheepdog,"Chó chăn cừu Bỉ (tiếng Anh:Belgian Shepherd, còn được gọi là Belgian Sheepdog hay Chien de Berger Belge) là một giống chó chăn gia súc có kích thước nằm trong cỡ trung bình đến lớn. Nó có nguồn gốc từ Bỉ và tương tự như những con chó chăn cừu khác từ khu vực đó, bao gồm cả Chó chăn cừu Hà Lan, Chó chăn cừu Đức, Chó Briard và những giống chó khác. Bốn loại đã được xác nhận bởi các cơ quan đăng ký khác nhau như các giống hoặc giống riêng biệt: Chó Groenendael, Chó Laekenois, Chó Tervuren và Chó Malinois.
Tên khác: Belgian Sheepdog, Chien de Berger Belge,
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 25–30 kg (55–66 lb)
- Cái: 20–25 kg (44–55 lb)
Cao: - Đực: 60–66 cm (23.6–26 in)
- Cái: 56–62 cm (22–24.4 in)
Bộ lông: dài, ngắn, xù xì
Lứa đẻ: 6–10 chó con
Tuổi thọ: 10–14 năm\",https://upload.wikimedia.org/wikipedia/commons/3/36/Belgian_Groenendael_600.jpg
chăn cừu bỉ,"Chó chăn cừu Bỉ (tiếng Anh:Belgian Shepherd, còn được gọi là Belgian Sheepdog hay Chien de Berger Belge) là một giống chó chăn gia súc có kích thước nằm trong cỡ trung bình đến lớn. Nó có nguồn gốc từ Bỉ và tương tự như những con chó chăn cừu khác từ khu vực đó, bao gồm cả Chó chăn cừu Hà Lan, Chó chăn cừu Đức, Chó Briard và những giống chó khác. Bốn loại đã được xác nhận bởi các cơ quan đăng ký khác nhau như các giống hoặc giống riêng biệt: Chó Groenendael, Chó Laekenois, Chó Tervuren và Chó Malinois.
Tên khác: Belgian Sheepdog, Chien de Berger Belge,
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 25–30 kg (55–66 lb)
- Cái: 20–25 kg (44–55 lb)
Cao: - Đực: 60–66 cm (23.6–26 in)
- Cái: 56–62 cm (22–24.4 in)
Bộ lông: dài, ngắn, xù xì
Lứa đẻ: 6–10 chó con
Tuổi thọ: 10–14 năm\",https://upload.wikimedia.org/wikipedia/commons/3/36/Belgian_Groenendael_600.jpg
belgian sheepdog,"Chó chăn cừu Bỉ (tiếng Anh:Belgian Shepherd, còn được gọi là Belgian Sheepdog hay Chien de Berger Belge) là một giống chó chăn gia súc có kích thước nằm trong cỡ trung bình đến lớn. Nó có nguồn gốc từ Bỉ và tương tự như những con chó chăn cừu khác từ khu vực đó, bao gồm cả Chó chăn cừu Hà Lan, Chó chăn cừu Đức, Chó Briard và những giống chó khác. Bốn loại đã được xác nhận bởi các cơ quan đăng ký khác nhau như các giống hoặc giống riêng biệt: Chó Groenendael, Chó Laekenois, Chó Tervuren và Chó Malinois.
Tên khác: Belgian Sheepdog, Chien de Berger Belge,
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 25–30 kg (55–66 lb)
- Cái: 20–25 kg (44–55 lb)
Cao: - Đực: 60–66 cm (23.6–26 in)
- Cái: 56–62 cm (22–24.4 in)
Bộ lông: dài, ngắn, xù xì
Lứa đẻ: 6–10 chó con
Tuổi thọ: 10–14 năm\",https://upload.wikimedia.org/wikipedia/commons/3/36/Belgian_Groenendael_600.jpg
chien de berger belge,"Chó chăn cừu Bỉ (tiếng Anh:Belgian Shepherd, còn được gọi là Belgian Sheepdog hay Chien de Berger Belge) là một giống chó chăn gia súc có kích thước nằm trong cỡ trung bình đến lớn. Nó có nguồn gốc từ Bỉ và tương tự như những con chó chăn cừu khác từ khu vực đó, bao gồm cả Chó chăn cừu Hà Lan, Chó chăn cừu Đức, Chó Briard và những giống chó khác. Bốn loại đã được xác nhận bởi các cơ quan đăng ký khác nhau như các giống hoặc giống riêng biệt: Chó Groenendael, Chó Laekenois, Chó Tervuren và Chó Malinois.
Tên khác: Belgian Sheepdog, Chien de Berger Belge,
Nguồn gốc: Bỉ
Đặc điểm
Nặng: - Đực: 25–30 kg (55–66 lb)
- Cái: 20–25 kg (44–55 lb)
Cao: - Đực: 60–66 cm (23.6–26 in)
- Cái: 56–62 cm (22–24.4 in)
Bộ lông: dài, ngắn, xù xì
Lứa đẻ: 6–10 chó con
Tuổi thọ: 10–14 năm\",https://upload.wikimedia.org/wikipedia/commons/3/36/Belgian_Groenendael_600.jpg
belgian tervuren,"Chó chăn cừu Tervuren (Belgian Tervuren) là một trong bốn giống chó chăn cừu của Bỉ bao gồm Chó chăn cừu Malinois, Tervuren, Chó chăn cừu Laekenois và Chó chăn cừu Groenendael. Belgian Tervuren là tên một ngôi làng của Bỉ Tervuren.
Tên khác: Tervueren Bỉ, Chien de Berger Belge
Nguồn gốc: Bỉ",https://upload.wikimedia.org/wikipedia/commons/5/50/Vappu_2008_060.jpg
chăn cừu tervugren,"Chó chăn cừu Tervuren (Belgian Tervuren) là một trong bốn giống chó chăn cừu của Bỉ bao gồm Chó chăn cừu Malinois, Tervuren, Chó chăn cừu Laekenois và Chó chăn cừu Groenendael. Belgian Tervuren là tên một ngôi làng của Bỉ Tervuren.
Tên khác: Tervueren Bỉ, Chien de Berger Belge
Nguồn gốc: Bỉ",https://upload.wikimedia.org/wikipedia/commons/5/50/Vappu_2008_060.jpg
tervueren bỉ,"Chó chăn cừu Tervuren (Belgian Tervuren) là một trong bốn giống chó chăn cừu của Bỉ bao gồm Chó chăn cừu Malinois, Tervuren, Chó chăn cừu Laekenois và Chó chăn cừu Groenendael. Belgian Tervuren là tên một ngôi làng của Bỉ Tervuren.
Tên khác: Tervueren Bỉ, Chien de Berger Belge
Nguồn gốc: Bỉ",https://upload.wikimedia.org/wikipedia/commons/5/50/Vappu_2008_060.jpg
